,Text,Labelled_topic
3334,"Coffee flavor is so personal.  I love the taste of this coffee. I gave one to a friend at work and he thought it was much to strong. He freely admits that he has no problem drinking the company supplied coffee that sits in the big metal coffee urn all day,  My other friend drinks this kona blend  black and he loves it. I'm not a huge coffee snob, I drink Maxwell House French Roast at home. I  look forward to having a good tasting cup of coffee at work and this really fits the bill. I put sweetener and cream in my coffee so it's important to get coffee that has flavor can stand up to the added ingredients..  Even with cream and sugar the flavor is bold and smooth.",5
3338,"I had my first taste of this coffee at the cafe Monde in New Orleans, of course with their hand made donuts(Beneigns). The coffee is very strong, when you brew it, use much less than you would normally use than regular coffee. The chicory adds a distinct flavor but also smoothes it out. Its famous for a good reason... but remember to use less when brewing. John from Buffalo",5
3348,"It is hard to find whole bean decaf coffee in the first place, but finding one that actually tastes great is even better.",5
3349,"Coffee preference is just a matter of taste, so my opinion regarding taste probably doesn't mean much. You'd have to try this coffee for yourself. What I can tell you is that these soft bottom cups are certainly different from the usual all-plastic k-cups. I was initially concerned about how well they would work in my Keurig, but after making about fifty or more brews, they work perfectly. No loose grinds left behind in the pod well, my mug or anywhere else. They cost a little less than k-cups so that's a nice plus for me. The minor drawback is that they come to you in plastic bags that once opened, allow exposure of the pods to air. Simple fix. I just put the remaining pods in a ziplock bag. I like the taste of this French Roast coffee and the fact that it's also cheaper than the competition. Hopefully when the patent on k-cups expires this September we'll see more vendors offering better prices. This is probably why Keurig recently came out with a new brewer, ""the VUE""  that uses different and patented cups.",5
3355,"This is one of my favorite kinds of coffee for my Keurig. It has a nice dark taste that is not overpowering while still being strong. My mother hates strong coffee and when she comes to my house she will resuse one of these K-Cups after I've made mine to knock the punch out. Whatever your pleasure, I guess!",5
3361,"I wish Amazon would require any coffee with sweet artificial flavorings to be plainly identified as such.  Then folks who really dislike coffee adulterated this way could avoid getting another disappointing flavored cup of coffee.  This stuff tastes the way I imagine Newman's Own Extra Bold coffee would taste with curdled, spoiled Bailey's Irish Cream dumped in it - nasty.  Shudder!!!",5
3369,I like anything by this  company and wish more flavors available from amazon.  the apple cinnamon is very versatile and makes especially good iced tea also.,5
3373,"I bought this tea during a major sinus infection crisis which included headache, earache, toothache. I drink multiple cups over a few days, and am sad to report it had absolutely no effect. Taste is so-so, but that's not really what matters. As every sinus sufferer knows, if eating dirt would make the pain go away, we'd eat dirt.",5
3378,"Not really sure what I expected, but since I like Ghirardelli chocolate, and I like hot chocolate and hot mochas from coffee shops, I thought I'd like this product.  Unfortunately, despite following the directions and making this in milk, it's not as rich and satifying as I hoped.  I hate to say it, but I think Swiss Miss mixed Instant coffee tastes better than this.  That's unfortunate, because this is a four pack of cannisters and I'm only half way through the first one!",5
3391,"The sole reason I purchased the Tassimo machine was because I love Starbucks coffee. I think it is disgraceful the prices that are being charged for the T-discs for Starbucks coffee since Starbucks discontinued their relationship with Tassimo. On average, it is close to $8 a t-disc. Something is very wrong with this picture.",5
3396,"This is the best decaf my family and I have tried in a long time. It's smooth, not bitter and has enough flavor without being too strong like some other brands I've tried. I like that it's decaffeinated using the natural swiss water process instead of chemicals. That's a big plus for me because many brands don't tell you how they decaffeinate their coffee. I usually buy whole bean, but this ground is so nice and fine, and it saves me time having to grind it and get it just right. I'd suggest following the instructions given on the bag for the best taste, seal tightly and store in the refrigerator to keep the flavor. This is one I'll be buying again.",5
3398,The coffee is very flavorful.  I'd prefer a medium roast if it were available but this coffee is still very good.  The price is also exceptional.,5
3399,"Great value, great taste.  Nothing like a cup of Caribou without having to leave home!  Would purchase this item again.",5
3406,"I love this tea!  Both the green and white varieties are quite consistently fresh.  I have ordered this at least ten times from various internet sites.  I didn't realize how old and stale tea from the grocery store was until I had this brand.  For organic tea, it is quite reasonably priced.  They recommend using two tsp. of loose tea per cup.  I use half that and it tastes great.  Never, ever bitter!  Very smooth tasting.  I highly recommend!",5
3409,"Trying something new with this coffee. Didn't blow me away but for the price, it's excellent. I don't have anything bad to say about it other than it's a BIG bag and I am mildly concerned with freshness toward the end, but we burn thru beans pretty fast =D",5
3421,"I'm trying several of the Wu Yi teas. I like this one particularly because of the subtle citrus taste. It also has a natural sweetness.  The ingredients include Organic Wu-Li Cliff Oolong Tea (700 mg), Organic Black Tea (600 mg), Organic Green Tea Extract (100 mg), Proprietary blend (600 mg), plus some Ginseng (panax), Orange Peel, Lemon Grass, and Guarana. Other Ingredients: Natual Orange and Citrus flavors.  My goal is to drink more tea and less coffee. I am enjoying trying a different kind of tea every day. I'll be coming back to this one.",5
3422,"I've tried so many different Jasmine teas and this one is my favorite. There are some I just do not like. This brand has a wonderful flavor. I have been drinking this for about 5 years now, it is a good deal if you buy this from Amazon on auto ship. You can't beat the price.",5
3425,Best tasting green tea around a bit pricey . I tried yogi green tea because it was cheaper it was good but not a smooth and rich tasting.I will stick with Traditional Medicinal from now on.,5
3445,"I love to make sun tea with these tea bags, it is very nice on a hot day to sit with a chilled glass. It is tasty and not too sweet, highly recommended!",5
3451,"I wanted desperately to love, or even like this drink mix, but am not having success doing so. I love mint tea but this tastes all green tea to me. It's too strong a green and too weak a mint flavor for me to enjoy it. Every once in a while I'll try to tolerate a bottle again hoping I change my taste. It's not gross and so clearly is appealing to some people.",5
3458,its not that this coffee sucks its that it doesn't begin to measure up to all the hoopla! its well balanced but thats about it & even a little old tasting nothing special in the least what sweet caramel finish? can't believe this is the same coffee the 5 star reviews are about,5
3459,"This tea has a nice flavor, although it is hard to say if it is actually increasing my joint comfort.  The power of placebo can be just as powerful, if not more so, than any herb or medicine out there.",5
3465,I have tried alot of Jasmine teas and by far this is the best I have tried.  Everyone I share this with agrees.,5
3468,"For coffee drinkers who buy Maxwell House coffee, this is a deal!  Buy two cases for just over $50!  Free shipping, too!  Seriously, you know I stocked up!",5
3476,I use the powdered tea powder in my fruit smoothies.  Provides you all the health benefits of green tea.  Love the product and use both the plain and lemon ginger.,5
3490,"these are excellent quality bags (heavy, tight weave)--minimal, if any, floaties. (i use them, primarily, for tea.) ...if you decide to purchase them, you won't be disappointed.",5
3494,"I like this tea. It's one of the better green teas I have tasted. It has a smooth and subtle flavor. I definitely enjoy it more than Bigelow's green tea, and it compares favorably to other brands as well. The packaging is also very elegant. I don't really have much more to say about this tea. Try it, you might like it.",5
3495,"My favorite sweeteners are stevia and agave.  This Organic stevia has a bit of taste of both.  The main ingredient is agave inulin and then the second one is stevia.  This makes it really sweet with no aftertaste.  In fact, you can say that it almost has a hint of honey (must be the agave inulin)  It dissolves quickly too.  A packet equals 2 tsp of sugar.  I like 1 tsp in my cup of coffe so I use only half a packet at a time.  It is very good though.  Considering that it is organic and natural, the price is slightly above what I would pay, but I think it's ok if you're used to buying other products with stevia.  Truvia costs about 50 cents less than this organic stevia at about the same number of packets, but truvia is not organic.  So it depends on what you're looking for.",5
3499,"I have ordered numerous teas, potions, lotions and other remedies...BUT have never had a lack of product in an order that was sealed.  The tea bag wrapping in question was sealed without a tea bag inside.  I would have said something sooner, however...I only tried these when I had a sinus infection and the last 3 times I tried to use one...the sealed pouch was EMPTY.  BEWARE!",5
3500,"First, let me state that I brew most of my tea in a gaiwan, hence, I use loose leaf tea.  White tea is one of my favorites so I'm always on the lookout for a nicely priced Bai Mudan.  As much as I love Bai Hao Yinzhen, I just cannot afford to drink it exclusively due to the volume of white tea I drink.  I thought this was a pretty good price and when I opened it up it didn't look too bad either.  Much to my surprise, after taking the first layer off the top (I transfer my tea to good tea tins) it was nearly all powder/dust with hardly any intact leaves.  This is extremely problematic if you don't use any filters or screens (like me).  I don't mind when some tea leaves get in my tea and it is pretty much normal if you don't pour through a screen, however, this was so broken up that it was just unworkable.  I have only opened one bag at this point so there is a chance that it was just that bag or possibly even a bad batch but at this point I most likely won't be ordering it again.  That being said, the whole leaves that were there (on the top) looked fine.  It does have a bit of a green tea taste (vs some other high quality white tea I am used to), however, it isn't bad or anything.  Definitely drinkable on a regular basis if the bag wasn't mostly powder.  I took a couple pics so I will post them...keep in mind this came in two pouches, I poured into tins and that is where I took the pictures (the product does not actually come in tins).",5
3507,This tea has a wonderful flavor!! The price is right. And I love that they dont use staples on the bags. i can just throw the used ones right into the compost pit. Jasmine and green tea were meant to be together.,5
3509,I bought some of this tea at Jungle Jims and absolutely love the frangrance as it is steeping and the taste is wonderful. I even make it into iced tea.,5
3511,"These k-cups are a quick and tasty way to make a hot cup of cider. I have tried several brands of k-cup cider and this is by far the best, the caramel flavor is also very good.",5
3517,"Was buying the Kona Blend until it dried up and then the price went through the roof. Tried several different K-Cup coffees until I found the Fog Chaser. Now I have it on my subscribe and save list. I have it sent to my office, my home, my son's home every month. It ain't Kona but it is almost as bold, the aroma fills the kitchen in the morning and that first sip is great every time. And at 1/2 the price of the Kona, it is the ""best bang for the buck"". I'll never go back.",5
3519,"I was a bit skeptical at getting another brand than Green Mountain brands, since Grove Square and San Fran Bay were really bad. Besides the original problem they had with the production on their first boxes, Brooklyn Beans have been a great new find for us. I could go through each blend, but they are all similar to other GMCR brands. The k cups seem a little lighter in weight and the lighter roasts  did seem watery for the travel cup size, but that is about the norm with all k cups. The best thing I really like is the company actually responds and fixes any problems. So, stop complaining about the shipping when you are leaving feedback on the product! (I always get my shipments at least 2 days ahead of scheduled date.) So, don't be afraid to try these and save money. Subscribe and save another 5%.",5
3527,"This is the first cold coffee drink (without crushed ice, like a Frappuccino at Starbucks) I have ever had.  I do enjoy coffee, but during the Summer I often turn to soft drinks instead (I usually do not want a hot drink when it is 100 degrees outside).  I was not sure what to expect from this, but was surprised that it was quite delicious and refreshing!  Being a Cappuccino, it has low fat milk (which is nice, since most places just use whole milk), and a hint of cocoa (not too much where you cannot taste the coffee, but there is a hint that makes it perfect)!  Because of the low fat milk and cocoa this beverage has 100 calories, 1.5g of Fat (1g Sat Fat), 19g of Carbs, and 18g of Sugar (from label).  That is not too bad considering what some coffee beverages have.  The coffee is very strong and has a great taste, it is not bitter and drinks very smoothly.  When I got this item, I placed it in the fridge and it was in there fore a few days (so it was nice and cold), and it was very refreshing and smooth, the coffee was the primary taste in the drink, and the milk and cocoa were secondary, so you got a nice taste of what tasted like high quality coffee with a smooth finish from the milk and cocoa.  I am very pleased with this drink and found it quite refreshing and a nice change from a standard cup of coffee (especially during these hot days), and with only 100 calories it is a great start to the day!  Highly recommend!!!",5
3537,"This Melitta decaf Riviera Sunset coffee has an excellent taste.  There is none of the weird aftertaste you get with some other decaf coffees.  It's a smooth, mellow taste, even a little sweet and with a hint of cocoa.  I really enjoyed this.  The grind is listed as extra fine, but I didn't find it particularly fine myself.  When I grind my own beans, I have a finer grind than this, but I still expected a stronger taste from the Melitta than I would from other store brands.  However, the Melitta decaf was actually slightly weaker than other store brands we have tried.  We like our coffee strong, about 1/2 cup ground coffee for 4 to 4 1/2 cups water (using measuring cups).  This ratio was not quite strong enough for me with the Melitta, but that is easily adjustable.  The nice thing about the coffee is that, even when I made it very strong, the smoothness remained.  I will definitely be trying other types of Melitta coffee in the future.",5
3540,"The shipment was Prime but arrived in 5 days instead of 2. I love dark french roast coffee, but, this coffee tasted burnt and additionally, the flavor had overtones of trash Indonesian.  Not a pleasant experience.",5
3547,"This tea has lots of flavors.  I first started loving Chai tea about 8 years ago.  I have tried many of the boxed liquid teas and I do like them.  I have preferred the brand Einstein bagles uses, but since I have a Starbucks close by, have grown to like the one they use as well.  My favorite is the ""masala"" tea made my a local Indian restaurant.  This most closely approximates that.  I am still trying to replicate it, but for now, this is the best I can do.  I really like this tea.  As a bonus, if I forget to empty the basket when I leave work, when I get in the next day, the whole area smells great!",5
3550,"My wife and I love this coffee.  The taste is awesome, the hint of mocha makes the coffee sooo smooth.",5
3552,"It does sweeten,  but there is an aftertaste when used in coffee or tea that is made with a weak taste.",5
3556,This tea tastes fantastic! The flavour is not bitter at all as with other green teas and I keep brewing the same leaves about 3-4 times a day and still get really excellent flavour!  The packaging was also great as it came in a sealable pouch that kept the leavs fresh. Will definitely continue to purchase this tea in the future.,5
3558,I didn't like the taste of this at all. I tried the Stevia packets before and didn't like them and I thought this would taste better because of the vanilla flavor but I still didn't like it.,5
3562,"We love making special coffees and this just added a great touch to them. Also we have put it on top of our soy ice cream and found it to have a nice taste on that as well;)OH we have also added it to our soda, making vanilla coke, vanilla dr. pepper and vanilla orange soda.. Very Very NICE:)",5
3568,I really enjoy it. Is not my favorite Colombian coffee but is really closer to the No. 1.  Suddenly the price has been going up so much,5
3569,"Read some reviews that said this tea could taste strong and earthy, but Generation Pu-erh tea was surprisingly nice, much nicer than green tea. I'm very happy with this product.  And the service was exceptional, shipping incredibly FAST! Thanks!",5
3580,"Outstanding product.  The greattea gives me a warm comfotable feeling and makes my senses come alive  The bags are quite large,that's a good thing because I get a bigger cup of tea with full flavor.  Just Fantastic!!!",5
3588,"So far this is the best affordable coffee we found in the US. Before we had ""Coffee Bean Direct Sumatra Mandheling, Whole Bean Coffee, 5-Pound Bag"" which we didn't like at all. But it still doesn't reach the coffee we had in Europe.",5
3589,"I really enjoy Wolfgang Puck's K-Cups, so far all the ones I've tried haven't left my stomach churning..and,  this was my first time trying out the Sorrento Fair Trade Roast and purchased it on a Warehouse Amazon price deal.  I am really happy with my purchase.  The taste of the Sorrento is what I would expect of a Medium Roast = A good, smooth blend.  No bitter, acidic after taste, and leaves you wanting for more after that first cup!  (At least, it left me)! :p  It's doesn't leave you with the ""shhhakes"" either, it has that right ""balance"" you need with your daily cup of coffee.  Yes, I will be getting another 24-Count of this when I am finished with this pack!  5-Stars!",5
3591,"I admit, I am not terribly fond of flavored coffees. But, this one is not for us. We both love the Rodeo Drive. I have a good freind that loves this coffee. I sent her ours.",5
3597,"This is a very nice green tea.  I had to try it since I love anything mango.  The flavor is perfect whether its hot or iced or with some creamer.  It smells amazing as well, just like a real mango!  I'd like it if the packing was more eco-friendly like Celestial Seasonings, but its still pretty nice.  The packets are individually sealed and there are no staples on on the bag so you don't get any weird taste added to the tea.",5
3603,"I first tried this tea when my local grocery store had it at Christmas time. I went back and bought a ton of it because it immediately became my favorite tea. I love the peppermint & ginger and I love the fresh new bud taste of white tea, over green tea leaves (Same plant, different part). This tea has it all. Mildly spicy, and smooth yet refreshing. I practically live on herbal teas and have tried lots of different ones. This is my number one all time favorite!",5
3604,This coffee is very strong tasting. We cut it in half with regular coffee and it still tastes wonderful. It makes the house smell like maple syrup as it is brewing but the taste is not too much! Love it!,5
3607,I have never been disappointed with a Cafe Excellence Product.  This has a nutty vanilla flavor with no oily aftertaste like so many flavored coffees have.,5
3609,"The Coffee Beans are great. Fresh, and shipped fast. Great prices. Will continue to order these coffee beans as long as they stay fresh and reasonably priced.",5
3616,"I just finished brewing a container of this tea to keep in the fridge.  I pre-sweetened it with some simple syrup, making it less sweet than most restaurants serve it as I don't care for super sweet tea.  I'm not a connoisseur but this tastes very similar to the teas I have had in restaurants.  I do wish there was no artificial food coloring (yellow).",5
3620,I love the flavor that this hot chocolate has.  It is very rich and smooth.  Have tried other brands but did not get the results I wanted.  I will definately be ordering from this company again.,5
3626,"I was introduced to a peach-flavored iced latte at work, and decided I wanted to try and made them at home.  This syrup worked great!  Highly recommended!",5
3628,"Melitta's rich, flavourful product is a delicious treat comparable to coffees with a much higher price tag. It is a plus that the decaffeinated version does not sacrifice flavour. Highly recommended.",5
3629,"Very delicious coffee, thankfully Amazon sells this flavor now.  I have been waiting for it since I tasted this last year.  I like the fact that you sell it in a 2 Pack rather than a single.",5
3639,"Exceptional coffee all around - rich, full, with subtle hints of dark chocolate. My coffee-snob neighbor just ordered 4 pounds herself after having just one cup!",5
3643,"When I opened the package, I thought this tea smells exactly like Italian pignoli macaroons.  But, the taste is definitely ""darker"" and more bitter; perhaps I let it steep too long, or perhaps sweetener would bring out the ""cookie"" flavor more.  Whatever.  Black, it tastes pretty similar to the Republic of Tea Vanilla Almond flavor, which I also like.  This tea seems to have bigger leaf pieces and less fannings than typical for bagged teas, BTW, so it's probably a higher grade of tea underneath the flavorings.",5
3645,"Exactly what Thai Iced tea should be. I love how each tea bag is individually wrapped allowing me to take the tea anywhere for me to brew. Keep in mind, packaging can be misleading though showing the tea with milk. This tea doesn't have milk in it and you'll need to add it yourself. Aside from that, the product itself is excellent though.",5
3651,"Good looking, good hand feeling, stable with cold and hot water shift; I got them within 48 hours after I placed the order.",5
3665,This is my favorite tea of all brands and all flavors. I drink it cold with no sweeteners of any kind. Of course everyone's preferences for food and drinks are different so well someone may say they dont like...,5
3677,"These are very good!  I can't say which is my favorite flavor, but I'm leaning towards the Key Lime. When I read the review and description I figured they'd be crispy, but they are normal shortbread with little chips or ""snaps"" you might say of flavor.  I love the packaging of the four flavors as well. I will be reordering.",5
3683,"This is the worst flavored coffee I have ever tried.  There is no aroma or flavor of Chocolate/Raspberry to this coffee bean at all.  In fact the coffee tastes sour.  I too am sorry I couldn't buy just 1 lb. to try it first -- Now I am stuck with this awful coffee I cannot return.  SO, BUYER BEWARE -- NO RETURNS!",5
3685,"This was one of the first K cup boxes I bought, was not disappointed. It tastes great, like coffee is supposed to. Not too strong, not too weak...great flavor. Will be buying more.",5
3690,"I have been a loyal Coffee Bean Direct Customer for a couple years now. We mostly prefer the Dark Sumatra, but have tried a few others as well. We find the Dark Sumatra to be the boldest, while very low in acid. This means you can make it as strong as you like without the upset stomach. Highly recommend both the Dark Sumatra and the seller.",5
3710,"at first, i thought i wouldn't like these.  i like fig newtons but i don't love them.  however, i couldn't be more pleased.  first of all, my first bite tasted like an oatmeal cookie.  i immediately checked the ingredients and yep, there's oats in there !  absolutely delicious. there are bits and pieces of fig scattered throughout the cookie or thin but it's not like a spread.  now i am not sure if  it's supposed to be spread between 2 thins but its like spots of fig here and there and the fig is kinda hard and chewy but fortunately or unfortunatley, there is very little fig so it's not that big of a deal.  i couldn't taste the honey but that's ok. i absolutely love oatmeal cookies and it tasted like that.  they are a nice size and crisp.  i dunked them in my tea and they were delicious.  my hubby hates fig and i slipped these in his lunch and he loved them too.  he didn't even taste the fig. these are very good however, if you really really want to taste fig, get the regular fig newtons.",5
3716,"This tea is among the best i have ever had! I am a tea addict, and the delightful licorice flavor running through this tea makes it delicious!",5
3719,easy to use  and nice tast u can add ice cream it will be great taste .,5
3746,Love this coffee . No problems brewing .Cannot beat the price realy good coffee and afordable.customer service was top notch .We raise our coffee cup to you,5
3767,The best product yet for Tassimo.  I only wish it made a larger cup of coffee.,5
3775,Taste much better than the regular Apple Cider.  I look forward to drinking a cup at night after work.  Smells great too!,5
3784,"I have made this a couple times. I use the recipe on the back that includes chicken. I love the subtle lime flavor. My husband worried because it was Thai that it would be spicy, but it has just the right amount of flavors.",5
3787,chrysanthemum tea taste great with lemons and Apriva. chrysanthemum tea is caffeine free that's great for pregnant women and those with high blood pressure.,5
3790,"Five pounds of beans is a lot of coffee. The ""Dark Brazilian"" beans seem to sit somewhere between a columbian and french roast. The flavor is very nice and makes a nice cup of dark brew.",5
3793,"I bought this tea as I like blueberries, and Stash is known as making good teas.  However, when I first emptied the drink mix in the water the color was an odd green (not very appetizing).  Once I mixed the powder with water, the resulting tea had no real flavor.  I feel like I wasted my money and can't get a refund.",5
3794,This coffe was over priced and not a true French roast. I would not describe it as dark or bold in flavor.  Would have been helpful if a price per pod was added.,5
3799,I received a small box of these Ginger and Honey crystals and I fell in love with them! What a great way to bump up your cup of hot tea. They are strong and I would recommend starting with a small portion. I ordered two bags of thirty packs and now my Daughter in Law wants a 30 Pack. Love It!,5
3802,These cups were difficult to cap (putting the lids on securely was a comedy show) and they created a mess when used in the Keurig; the water went everywhere.  Add together PIA and MESS with an end outcome of weak cup o' Joe = I'm not a very happy buyer.,5
3809,I bought this for my mother who tasted the tea in a restaurant.  This is now her favorite tea.,5
3814,I thought this coffee was really horrible. Had one cup and will throw the rest away because it can't be returned.,5
3817,"I have suffered from heartburn for years and never thought that it might be due to the coffee I drink so I was very excited to give this a try.  I loved the taste of the coffee and my heartburn might have been a tad bit better, but it wasn't significant.  I guess it is possible that my heartburn is due to something other than the coffee I drink.  I would still recommend this product though because it is very good coffee.",5
3818,"I love Arizona iced tea, and this one is quite tasty, especially for a diet version.  A great combination of lemony tea.  Please note that this review is specific to the product, not the price or the merchant.",5
3826,I was very disappointed with the quality of the coffee. I have purchased Blue Mountain coffee before from other places and it was always great. But this was totally unsatisfactory. It had a mildewed flavor to it like it had been stored for a long time in a warehouse that was damp or moldy. For the money I paid for it I was quite displeased and will NEVER buy from them again.,5
3832,I bought this product because I knew I liked sumatran coffee . Im new to roasting coffee but I roasted these beans many different degrees and cant get much flavor out of them. I sorry I bought 5# and will probably throw 4# away.,5
3834,I have written to this company to try to get an answer as to why I was overcharged for this coffee. I do not recommend buying this product until Liquid Nation is NOT ALLOWED to sell it.,5
3836,"This product is the usual Gevalia finely ground coffee.  Full-strength it did not seem be all that great. I enjoyed it much better when I blended the product with 'regular' coffee. Maybe it is just the way I brew coffee that is wrong, or I have the wrong kind of brewer (basket instead of cone, like the Gevalia-brand brewers). I am not a big fan of flavored coffee, of any brand, because I think they processor can mask poor-grade product with fancy additives.  It has very good dark-chocolate flavor. I am not sure how good a value it will as I do not have access to that info at this point.",5
3838,"I tried peach tea at a Cracker Barrel near me and loved it.  I found it here at Amazon and bought my 6 pack and have gone thru more than half in less than two months.  I love the taste and being instant, can be made very easily for a quick drink.  I think I like this better then ice tea with lemon even and that is a favorite. Thanks for the good price Amazon and quick shipping.",5
3845,This was the nastiest flavored coffee I have ever had in kcups. I purchase many different kinds of flavored coffee and caramel is my favorite but this one made me gag. It smelled like buttery cheese and the taste was not what I expected. I will stick to gloria jeans and timothys flavored coffees. This was my first wolfgang puck kcup and will be the last I order of his brand. I thought maybe I got a bad cup but I brewed 3 and I opened the other box and tried those since it comes with two boxes and same nastiness.,5
3859,Great tasting and a nice medium roast. This coffee is a great deal for the price. We really like the export also but for 1/2 the price this is a winner.,5
3860,"I bought this for my wife and she loves it, so I'll give it a 4/5.  This isn't just tea, there is powdered milk involved too.  I was surprised, so if that isn't your thing...",5
3864,"I really like this coffee for both the taste and the size of the cup. I can brew one cup and get a full size cup, unlike so many of the other selections that only give a small cup of coffee. In the mornings, I want a full cup of coffee to go. I don't want to full around with a small sample. Besides that, the taste suits me. We have tried lots of the others, but I have since settled on this one for my taste. Try it! I think you will agree with me.",5
3870,"I've used maybe half a dozen bags of this tea in the last year and it is a delicious, consistently good quality black tea. Mainly I use it and several other Numi teas in my tea blends for making kombucha.",5
3892,"I was so happy to find the Green Mountain Coffee Pumpkin Spice on amazon.com.  It is a seasonal product that I absolutely fell in love with over Christmas!  Some of the other pumpkin spice flavored K-cups that I have tried smelled really nice, but had absolutely no flavor.  This one fills the kitchen with that spicy aroma and has a full flavor!  I even run through a 2nd shot on smaller cup size.  It has that much flavor!",5
3902,"I normally drink half-caff and am very pleased with it, but after trying a sample of the Tully's French Roast decaf that came in a variety pack, I was truly AMAZED at the flavor.  I anticipated it being bland, not much taste but I was sooo wrong.  The flavor is so rich and robust that a couple times I checked the box to confirm it was actually decaffinated! Although I will continue to drink the half-caf, this product has taken the #1 spot on my coffee list!",5
3906,I started drinking this tea about 1-1/2 weeks ago and have seen my acne slowly fade away.  My co-workers even mentioned how bright my complexion was looking.,5
3921,My family really enjoys Grove Square Hot Cocoa Milk Chocolate and we keep a supply on hand.  The excellent price is what made us choose this brand but the taste is what makes us continually renew our order.,5
3929,This is a great tasting coffee.  It gets my day started off on the right foot.,5
3937,The coffee tasted bitter and like it was burnt.  I cleaned the machine and it still tasted bitter and burnt.  Will not order this again.,5
3941,"I felt energized within five minutes, but it lasted for about 45 minutes. I paid $3.99 for this drink. I could have just drunk a cup of coffee and saved my money.",5
3982,"Upon opening the package I thought that the tea had absolutely no aroma and looked old as if it was sitting somewhere in an open container for months.  After brewing, it revealed a bland taste at best.  It was like drinking brewed hay.  I checked the expiration date which is two years from now.  Maybe I had a bad batch but it's going back.  I had a better experience with Rishi Organic Jasmine Pearl Loose Leaf Tea.  I do not recommend this tea to anyone.",5
3985,I am big coffee lover.  This was some of the worst coffee I have ever had.  It smells wonderful but the taste is horrible.  I would not recommend purchasing this coffee at all.,5
3986,"Very pleased with the smooth, not-too-weak, slightly bolder taste of this Yuban Dark Roast.  Right where I like the taste of my coffee, at a price point that I can enjoy as well.  Low acidity too.  Perfect!",5
3998,One of the best taste coffee so far. No bitter taste like other coffee have. Highly recommend for coffee lovers.,5
4017,"I've fgound the cure for drinking too much coffee inthe morning. Get this one. I thought, when I first had this, that I had accidently wiped the sugar spoon with a Mr Clean cloth, but the next day, I had one cup of Tully's and made the second cup, the Green Mountain Breakfast blend. The disinfectant taste was back. I would not buy this one again.",5
4020,"Great taste. There is a slight bitterness to this tea, but it's black tea - it's bound to be a little bitter, especially for being so strong. The strength is perfect for customizing to taste. Some people like strong tea while others like theirs very mild, so you can add more water if you want. I like to make a fairly strong tea (the melting ice dilutes it just fine) and sweeten it myself. I like sweet tea, but usually when I get it, it just tastes like sugar water. These give me the strong tea flavor I love, and I can add the perfect amount of sweetness. Great product!",5
4028,"I was excited to see that Amazon is selling 100% Kopi Luwak. However, these beans were a huge disappointment because they had no aroma and flavor at all. I'm guessing that they sent stale beans because there was no roast date printed on the bag.",5
4032,"I loved the flavor and the fact that it was so long lasting. Everyone in the office eats it now. We only eat half a stick so we are not sitting around with a big wad of gum in our cheeks, but so far I have not been able to outchew this gum for flavor.  If you like a bright, citrus-y taste that is not too overpowering, you will love this. If you like a more minty gum, then go for the mint chocolate chip flavor of this gum.",5
4035,"Love this coffee!  I've always enjoyed ""good"" coffee but this is great coffee. A friend sent it to me as a gift, and I'm so happy he turned me onto it.  The coffee is strong (the way I like it) and has a smooth, rich flavor. I know what I'll be buying for my friends this holiday.",5
4042,This is probably the best tea I have had and this brand is always a winner.  So far I am still perfecting my taste with this particular tea but while I am experimenting looking for my perfect taste I have found it to be great weak or strong.  Depending on my mood I like strong tea sometimes but not bitter which can be a problem for tea whether to much or to little is used.  My advice would be perfect before you rate because you may just be making it wrong since I usually let my tea set longer than what is recommended to get my taste and my taste is different than anyone in my family.  They usually claim it is too strong with how much I use but for me it is perfect.  This is a pack of six so make sure you will like this kind before purchasing.,5
4046,"Despite what others are saying about these teas, they are DELICIOUS! It is the perfect amount of sweetness. The Peach ones are my favorite. The flavor isn't too strong, but you can definitely taste it. A lot healthier than drinking a flavored iced tea with diabetes amounts of sugar!",5
4058,Tasty! Great breakfast blend. Not too terribly strong. Would recommend. Well worth the price. Will order more soon. Buy it.,5
4063,"I received this item as part of a gift during the Christmas Holidays.  I enjoyed it so much I got on the internet and searched until I found it.  Although it may not be everyones ""cup of tea,"" it will become a regular part of the holidays at my house!!!",5
4071,"I wouldn't mind paying the price if the coffee was any good. The beans smell like burnt coffee, unlike any other French Roast I have picked up. This leads to a very bitter and burnt taste throughout. There is simply nothing special about this expensive coffee.",5
4076,"Some reviewers say the coffee is bitter- I like bitter but I didn't like this. It wasn't a good bitter taste, it was a ""cringe"" kind of taste.  I drink one of the strongest coffee's out there and this was too much for me. The strange taste of it turned me off... I once owned a coffee pot by Melitta too, and it took a cone shaped special filter. I wasn't impressed with that either.  Maybe i'm just not big on Arabica coffee or whatever it is but the taste was unpleasant to me. Not smooth. Bitter yes, but not smooth.  It smells ok. I agree with Charlie ( another Amazon Reviewer) who said the package was difficult to open. It was sealed extremely tight and when you did eventually get it open, the bag tore apart.  No way would I spend 20 bucks for this. If i was addicted to it, possibly, but even then that's steep. And I surely won't buy this in the future.  You can go down to the local ""name of popular coffee shop here"" and get 2 bags for this price of FRESHLY ground coffee.  Melitta makes it sound like it's the greatest thing since sliced bread on their package. Gourmet, Swiss water process, from Europe's charming sidewalk cafe's, top quality hand- picked beans..  If you want to pay this kind of money and like Melitta coffee, then get it, but I don't think it's anything special.",5
